time,generation biomass,generation fossil brown coal/lignite,generation fossil coal-derived gas,generation fossil gas,generation fossil hard coal,generation fossil oil,generation fossil oil shale,generation fossil peat,generation geothermal,generation hydro pumped storage aggregated,generation hydro pumped storage consumption,generation hydro run-of-river and poundage,generation hydro water reservoir,generation marine,generation nuclear,generation other,generation other renewable,generation solar,generation waste,generation wind offshore,generation wind onshore,forecast solar day ahead,forecast wind offshore eday ahead,forecast wind onshore day ahead,total load forecast,total load actual,price day ahead,price actual
2018-12-03 17:00:00+01:00,296.0,0.0,0.0,4618.0,951.0,350.0,0.0,0.0,0.0,,1718.0,1802.0,5036.0,0.0,5989.0,54.0,98.0,2049.0,288.0,0.0,12289.0,1304.0,,10249.0,32321.0,32121.0,42.23,74.16
2018-12-03 18:00:00+01:00,305.0,0.0,0.0,5584.0,898.0,350.0,0.0,0.0,0.0,,928.0,1805.0,5910.0,0.0,6043.0,52.0,109.0,923.0,292.0,0.0,10498.0,495.0,,8892.0,32441.0,32044.0,50.24,78.79
2018-12-03 19:00:00+01:00,299.0,0.0,0.0,7208.0,995.0,351.0,0.0,0.0,0.0,,163.0,1837.0,7802.0,0.0,6060.0,54.0,110.0,314.0,294.0,0.0,8502.0,141.0,,8163.0,34916.0,34188.0,62.0,77.98
2018-12-03 20:00:00+01:00,296.0,0.0,0.0,6974.0,1105.0,351.0,0.0,0.0,0.0,,0.0,1840.0,8515.0,0.0,6060.0,55.0,111.0,204.0,290.0,0.0,7990.0,75.0,,7509.0,36162.0,35768.0,70.0,77.81
2018-12-03 21:00:00+01:00,295.0,0.0,0.0,6649.0,1084.0,357.0,0.0,0.0,0.0,,152.0,1834.0,7685.0,0.0,6062.0,55.0,111.0,170.0,296.0,0.0,7868.0,50.0,,6842.0,34995.0,34789.0,66.64,75.76
2018-12-03 22:00:00+01:00,288.0,0.0,0.0,5366.0,962.0,363.0,0.0,0.0,0.0,,461.0,1846.0,7249.0,0.0,6064.0,54.0,111.0,142.0,308.0,0.0,7431.0,40.0,,6656.0,32253.0,32301.0,56.13,73.27
2018-12-03 23:00:00+01:00,287.0,0.0,0.0,4238.0,876.0,363.0,0.0,0.0,0.0,,667.0,1841.0,6369.0,0.0,6065.0,53.0,108.0,133.0,308.0,0.0,6889.0,38.0,,6483.0,29214.0,29336.0,50.6,72.14
2018-12-04 00:00:00+01:00,227.0,0.0,0.0,3862.0,1955.0,299.0,0.0,0.0,0.0,,1919.0,1777.0,4796.0,0.0,5059.0,15.0,95.0,303.0,314.0,0.0,9817.0,169.0,,10586.0,27708.0,27710.0,34.42,67.01
2018-12-04 01:00:00+01:00,247.0,0.0,0.0,3650.0,1780.0,291.0,0.0,0.0,0.0,,2385.0,1735.0,4613.0,0.0,5060.0,16.0,95.0,226.0,293.0,0.0,9592.0,142.0,,10440.0,25778.0,25730.0,32.32,62.68
2018-12-04 02:00:00+01:00,247.0,0.0,0.0,3789.0,1737.0,290.0,0.0,0.0,0.0,,2937.0,1759.0,4444.0,0.0,5061.0,15.0,93.0,130.0,290.0,0.0,9190.0,95.0,,10168.0,24625.0,24636.0,31.37,61.66
2018-12-04 03:00:00+01:00,247.0,0.0,0.0,3720.0,1657.0,286.0,0.0,0.0,0.0,,3048.0,1714.0,4138.0,0.0,5060.0,15.0,94.0,70.0,291.0,0.0,9420.0,81.0,,10021.0,24160.0,24126.0,30.34,61.53
2018-12-04 04:00:00+01:00,232.0,0.0,0.0,3689.0,1654.0,276.0,0.0,0.0,0.0,,3378.0,1720.0,3902.0,0.0,5059.0,15.0,93.0,52.0,307.0,0.0,9243.0,83.0,,9838.0,24023.0,23915.0,30.0,61.4
2018-12-04 05:00:00+01:00,226.0,0.0,0.0,3839.0,1760.0,282.0,0.0,0.0,0.0,,3046.0,1738.0,4141.0,0.0,5060.0,15.0,90.0,47.0,322.0,0.0,8842.0,47.0,,9529.0,24628.0,24437.0,31.87,63.42
2018-12-04 06:00:00+01:00,228.0,0.0,0.0,4129.0,1940.0,281.0,0.0,0.0,0.0,,682.0,1742.0,4687.0,0.0,5059.0,15.0,93.0,22.0,314.0,0.0,8490.0,29.0,,9203.0,27195.0,26962.0,41.05,67.56
2018-12-04 07:00:00+01:00,233.0,0.0,0.0,5268.0,2248.0,295.0,0.0,0.0,0.0,,70.0,1770.0,5895.0,0.0,5058.0,16.0,101.0,31.0,301.0,0.0,8007.0,80.0,,8916.0,31028.0,30781.0,48.37,72.85
2018-12-04 08:00:00+01:00,241.0,0.0,0.0,6630.0,2633.0,302.0,0.0,0.0,0.0,,0.0,1810.0,7312.0,0.0,5057.0,16.0,104.0,233.0,296.0,0.0,7374.0,322.0,,8716.0,33596.0,33269.0,52.03,75.58
2018-12-04 09:00:00+01:00,240.0,0.0,0.0,7383.0,2841.0,297.0,0.0,0.0,0.0,,0.0,1836.0,8464.0,0.0,5044.0,16.0,101.0,783.0,285.0,0.0,6937.0,842.0,,8513.0,34997.0,34663.0,56.56,75.4
2018-12-04 10:00:00+01:00,244.0,0.0,0.0,7414.0,2943.0,302.0,0.0,0.0,0.0,,0.0,1837.0,8383.0,0.0,5023.0,15.0,100.0,1448.0,286.0,0.0,6870.0,1396.0,,8411.0,35462.0,35162.0,56.06,76.18
2018-12-04 11:00:00+01:00,240.0,0.0,0.0,6953.0,3020.0,301.0,0.0,0.0,0.0,,0.0,1842.0,8070.0,0.0,5019.0,18.0,101.0,1888.0,286.0,0.0,7150.0,1794.0,,8282.0,35507.0,35230.0,54.96,75.77
2018-12-04 12:00:00+01:00,239.0,0.0,0.0,7009.0,3016.0,303.0,0.0,0.0,0.0,,0.0,1862.0,7506.0,0.0,5014.0,21.0,107.0,2026.0,296.0,0.0,7172.0,2015.0,,8092.0,35338.0,35162.0,52.61,74.27
2018-12-04 13:00:00+01:00,253.0,0.0,0.0,6056.0,2984.0,306.0,0.0,0.0,0.0,,2.0,1848.0,7468.0,0.0,5038.0,21.0,108.0,1997.0,308.0,0.0,6932.0,2066.0,,7938.0,34943.0,34744.0,52.34,72.75
2018-12-04 14:00:00+01:00,248.0,0.0,0.0,5398.0,2971.0,309.0,0.0,0.0,0.0,,0.0,1814.0,6933.0,0.0,5051.0,16.0,108.0,1819.0,306.0,0.0,6218.0,1952.0,,7677.0,33819.0,33613.0,50.86,73.15
2018-12-04 15:00:00+01:00,241.0,0.0,0.0,5378.0,2919.0,303.0,0.0,0.0,0.0,,0.0,1833.0,7262.0,0.0,5049.0,16.0,108.0,1652.0,302.0,0.0,5879.0,1785.0,,7312.0,33192.0,33216.0,49.66,73.84
2018-12-04 16:00:00+01:00,241.0,0.0,0.0,5337.0,2982.0,307.0,0.0,0.0,0.0,,0.0,1835.0,7339.0,0.0,5049.0,14.0,107.0,1372.0,297.0,0.0,5269.0,1529.0,,6902.0,32876.0,33060.0,49.03,74.21
2018-12-04 17:00:00+01:00,242.0,0.0,0.0,5466.0,3037.0,312.0,0.0,0.0,0.0,,0.0,1847.0,7724.0,0.0,5049.0,15.0,108.0,1023.0,294.0,0.0,4463.0,1212.0,,5960.0,32506.0,32704.0,50.54,76.29
2018-12-04 18:00:00+01:00,243.0,0.0,0.0,5794.0,3021.0,314.0,0.0,0.0,0.0,,0.0,1842.0,7525.0,0.0,5049.0,16.0,109.0,676.0,277.0,0.0,4093.0,838.0,,4884.0,31830.0,31895.0,51.8,84.06
2018-12-04 19:00:00+01:00,242.0,0.0,0.0,6823.0,3018.0,314.0,0.0,0.0,0.0,,0.0,1872.0,7457.0,0.0,5049.0,15.0,109.0,344.0,275.0,0.0,3579.0,446.0,,4006.0,31978.0,31776.0,52.45,84.05
2018-12-04 20:00:00+01:00,242.0,0.0,0.0,7415.0,3011.0,313.0,0.0,0.0,0.0,,0.0,1876.0,8311.0,0.0,5048.0,15.0,110.0,65.0,277.0,0.0,3308.0,135.0,,3872.0,33265.0,33445.0,57.06,77.27
2018-12-04 21:00:00+01:00,235.0,0.0,0.0,7980.0,3033.0,307.0,0.0,0.0,0.0,,0.0,1885.0,9728.0,0.0,5050.0,16.0,113.0,14.0,282.0,0.0,3327.0,35.0,,3942.0,34932.0,35217.0,75.0,75.17
2018-12-04 22:00:00+01:00,230.0,0.0,0.0,6860.0,2980.0,306.0,0.0,0.0,0.0,,0.0,1867.0,8791.0,0.0,5050.0,16.0,109.0,14.0,280.0,0.0,3241.0,21.0,,4173.0,32458.0,32555.0,56.21,73.14
2018-12-04 23:00:00+01:00,235.0,0.0,0.0,5680.0,2970.0,305.0,0.0,0.0,0.0,,84.0,1844.0,7169.0,0.0,5052.0,15.0,109.0,14.0,297.0,0.0,3457.0,22.0,,4162.0,29903.0,29863.0,53.31,72.08
2018-12-05 00:00:00+01:00,271.0,0.0,0.0,5017.0,2567.0,315.0,0.0,0.0,0.0,,0.0,1634.0,4008.0,0.0,4911.0,57.0,109.0,419.0,226.0,0.0,3355.0,389.0,,3496.0,25678.0,25670.0,59.13,67.07
2018-12-05 01:00:00+01:00,265.0,0.0,0.0,4602.0,2313.0,305.0,0.0,0.0,0.0,,0.0,1633.0,3627.0,0.0,4735.0,56.0,108.0,391.0,228.0,0.0,3419.0,362.0,,3587.0,24047.0,24166.0,58.58,61.32
2018-12-05 02:00:00+01:00,270.0,0.0,0.0,4521.0,2137.0,297.0,0.0,0.0,0.0,,3.0,1636.0,2885.0,0.0,4602.0,55.0,107.0,315.0,237.0,0.0,3786.0,365.0,,3675.0,22850.0,23019.0,57.09,58.65
2018-12-05 03:00:00+01:00,266.0,0.0,0.0,4441.0,1852.0,274.0,0.0,0.0,0.0,,148.0,1621.0,2091.0,0.0,4623.0,56.0,102.0,223.0,229.0,0.0,3979.0,355.0,,3739.0,22175.0,22349.0,56.95,56.37
2018-12-05 04:00:00+01:00,263.0,0.0,0.0,4409.0,1463.0,275.0,0.0,0.0,0.0,,489.0,1622.0,1758.0,0.0,4639.0,53.0,105.0,146.0,229.0,0.0,4477.0,316.0,,3933.0,21827.0,22050.0,55.0,55.21
2018-12-05 05:00:00+01:00,262.0,0.0,0.0,4477.0,1310.0,279.0,0.0,0.0,0.0,,781.0,1595.0,1803.0,0.0,4651.0,53.0,105.0,65.0,229.0,0.0,4647.0,167.0,,4237.0,21643.0,21894.0,52.46,58.42
2018-12-05 06:00:00+01:00,263.0,0.0,0.0,4424.0,1282.0,277.0,0.0,0.0,0.0,,782.0,1587.0,1713.0,0.0,4656.0,53.0,105.0,47.0,228.0,0.0,5190.0,109.0,,4506.0,21930.0,22201.0,51.97,61.78
2018-12-05 07:00:00+01:00,250.0,0.0,0.0,4286.0,1265.0,282.0,0.0,0.0,0.0,,874.0,1579.0,1757.0,0.0,4657.0,54.0,105.0,92.0,227.0,0.0,5549.0,253.0,,4738.0,22261.0,22448.0,51.97,69.68
2018-12-05 08:00:00+01:00,255.0,0.0,0.0,4610.0,1331.0,281.0,0.0,0.0,0.0,,604.0,1601.0,2275.0,0.0,4663.0,54.0,109.0,528.0,225.0,0.0,5289.0,807.0,,4886.0,23964.0,24394.0,52.46,72.89
2018-12-05 09:00:00+01:00,262.0,0.0,0.0,3990.0,1679.0,279.0,0.0,0.0,0.0,,81.0,1610.0,2696.0,0.0,4661.0,54.0,107.0,1389.0,228.0,0.0,5441.0,1932.0,,5163.0,26305.0,26495.0,53.36,72.52
2018-12-05 10:00:00+01:00,265.0,0.0,0.0,3783.0,1937.0,279.0,0.0,0.0,0.0,,147.0,1586.0,2246.0,0.0,4669.0,54.0,108.0,2625.0,222.0,0.0,6085.0,3289.0,,5581.0,27738.0,28000.0,50.68,73.99
2018-12-05 11:00:00+01:00,263.0,0.0,0.0,3457.0,1979.0,281.0,0.0,0.0,0.0,,378.0,1578.0,2176.0,0.0,4692.0,53.0,107.0,3369.0,210.0,0.0,6893.0,4177.0,,6673.0,28213.0,28433.0,46.13,73.17
2018-12-05 12:00:00+01:00,262.0,0.0,0.0,3411.0,1757.0,280.0,0.0,0.0,0.0,,516.0,1569.0,2081.0,0.0,4722.0,54.0,101.0,3909.0,201.0,0.0,7768.0,4777.0,,7849.0,28193.0,28432.0,42.49,73.07
2018-12-05 13:00:00+01:00,269.0,0.0,0.0,3330.0,1712.0,265.0,0.0,0.0,0.0,,1059.0,1571.0,2240.0,0.0,4743.0,54.0,98.0,4060.0,197.0,0.0,8999.0,5028.0,,9177.0,28226.0,28368.0,38.05,71.3
2018-12-05 14:00:00+01:00,265.0,0.0,0.0,3339.0,1826.0,228.0,0.0,0.0,0.0,,2143.0,1570.0,1905.0,0.0,4751.0,53.0,98.0,3987.0,201.0,0.0,10032.0,5092.0,,9980.0,27477.0,27530.0,36.4,70.88
2018-12-05 15:00:00+01:00,256.0,0.0,0.0,3197.0,1600.0,192.0,0.0,0.0,0.0,,2884.0,1544.0,1698.0,0.0,4740.0,53.0,99.0,4065.0,188.0,0.0,11040.0,5009.0,,10649.0,26206.0,26271.0,28.07,70.51
2018-12-05 16:00:00+01:00,254.0,0.0,0.0,3278.0,1571.0,189.0,0.0,0.0,0.0,,3257.0,1553.0,1769.0,0.0,4729.0,53.0,100.0,4078.0,181.0,0.0,11641.0,4792.0,,11376.0,25348.0,25460.0,27.69,70.73
2018-12-05 17:00:00+01:00,266.0,0.0,0.0,3173.0,1525.0,190.0,0.0,0.0,0.0,,3161.0,1541.0,1647.0,0.0,4736.0,53.0,100.0,3839.0,172.0,0.0,12328.0,4420.0,,11474.0,24982.0,25137.0,26.09,73.21
2018-12-05 18:00:00+01:00,265.0,0.0,0.0,3200.0,1444.0,191.0,0.0,0.0,0.0,,3547.0,1523.0,1671.0,0.0,4743.0,53.0,99.0,3378.0,171.0,0.0,12646.0,3800.0,,11452.0,24793.0,24971.0,27.94,76.3
2018-12-05 19:00:00+01:00,273.0,0.0,0.0,3287.0,1457.0,204.0,0.0,0.0,0.0,,3516.0,1533.0,1858.0,0.0,4744.0,53.0,100.0,2713.0,157.0,0.0,12773.0,2749.0,,11452.0,24934.0,25277.0,31.99,73.61
2018-12-05 20:00:00+01:00,278.0,0.0,0.0,3304.0,1483.0,221.0,0.0,0.0,0.0,,2309.0,1551.0,2223.0,0.0,4754.0,52.0,98.0,1538.0,160.0,0.0,12815.0,1461.0,,11069.0,25484.0,26017.0,36.2,72.8
2018-12-05 21:00:00+01:00,274.0,0.0,0.0,3217.0,1435.0,226.0,0.0,0.0,0.0,,643.0,1574.0,2701.0,0.0,4766.0,56.0,95.0,741.0,162.0,0.0,11660.0,717.0,,10546.0,27212.0,27483.0,38.55,71.19
2018-12-05 22:00:00+01:00,263.0,0.0,0.0,3507.0,1433.0,231.0,0.0,0.0,0.0,,579.0,1571.0,2410.0,0.0,4792.0,56.0,94.0,560.0,163.0,0.0,11526.0,510.0,,10064.0,26824.0,26875.0,39.9,69.46
2018-12-05 23:00:00+01:00,265.0,0.0,0.0,3773.0,1455.0,231.0,0.0,0.0,0.0,,798.0,1561.0,2448.0,0.0,4825.0,56.0,93.0,532.0,165.0,0.0,10892.0,477.0,,9716.0,25228.0,25171.0,38.05,67.19
2018-12-06 00:00:00+01:00,343.0,441.0,0.0,5224.0,1419.0,313.0,0.0,0.0,0.0,,154.0,1708.0,3926.0,0.0,5059.0,53.0,100.0,131.0,219.0,0.0,4171.0,175.0,,3748.0,25326.0,25732.0,56.09,61.05
2018-12-06 01:00:00+01:00,341.0,439.0,0.0,5021.0,1392.0,309.0,0.0,0.0,0.0,,156.0,1683.0,3889.0,0.0,5060.0,53.0,102.0,85.0,228.0,0.0,4063.0,181.0,,3768.0,23958.0,24356.0,52.01,57.22
2018-12-06 02:00:00+01:00,341.0,440.0,0.0,5069.0,1355.0,315.0,0.0,0.0,0.0,,156.0,1687.0,3203.0,0.0,5061.0,53.0,100.0,54.0,233.0,0.0,3998.0,184.0,,3711.0,22920.0,23490.0,51.92,53.47
2018-12-06 03:00:00+01:00,339.0,438.0,0.0,5071.0,1318.0,310.0,0.0,0.0,0.0,,156.0,1689.0,3152.0,0.0,5061.0,52.0,101.0,55.0,232.0,0.0,3871.0,192.0,,3634.0,22723.0,23125.0,51.42,53.2
2018-12-06 04:00:00+01:00,340.0,436.0,0.0,4936.0,1384.0,315.0,0.0,0.0,0.0,,156.0,1674.0,2917.0,0.0,5062.0,52.0,101.0,44.0,231.0,0.0,4033.0,223.0,,3578.0,22616.0,22978.0,51.18,53.15
2018-12-06 05:00:00+01:00,340.0,441.0,0.0,4884.0,1418.0,312.0,0.0,0.0,0.0,,156.0,1697.0,2887.0,0.0,5063.0,53.0,100.0,25.0,233.0,0.0,4217.0,225.0,,3523.0,22987.0,23300.0,51.48,53.4
2018-12-06 06:00:00+01:00,340.0,420.0,0.0,5520.0,1466.0,319.0,0.0,0.0,0.0,,156.0,1722.0,3636.0,0.0,5063.0,52.0,104.0,34.0,235.0,0.0,4246.0,258.0,,3505.0,24691.0,24976.0,55.14,58.53
2018-12-06 07:00:00+01:00,341.0,437.0,0.0,5778.0,1536.0,329.0,0.0,0.0,0.0,,94.0,1736.0,4420.0,0.0,5062.0,53.0,104.0,233.0,232.0,0.0,4032.0,492.0,,3501.0,27315.0,27606.0,55.02,67.74
2018-12-06 08:00:00+01:00,345.0,477.0,0.0,5769.0,1683.0,330.0,0.0,0.0,0.0,,1.0,1785.0,4955.0,0.0,5062.0,53.0,105.0,912.0,234.0,0.0,3763.0,1088.0,,3485.0,29689.0,29701.0,60.11,67.75
2018-12-06 09:00:00+01:00,344.0,490.0,0.0,5621.0,1960.0,327.0,0.0,0.0,0.0,,0.0,1839.0,5218.0,0.0,5061.0,53.0,106.0,2211.0,239.0,0.0,3676.0,2473.0,,3585.0,30895.0,30960.0,60.51,69.0
2018-12-06 10:00:00+01:00,343.0,486.0,0.0,5685.0,1982.0,321.0,0.0,0.0,0.0,,0.0,1803.0,4809.0,0.0,5060.0,54.0,111.0,3539.0,240.0,0.0,3878.0,3643.0,,3866.0,31596.0,31596.0,60.11,70.23
2018-12-06 11:00:00+01:00,335.0,486.0,0.0,5759.0,1932.0,318.0,0.0,0.0,0.0,,0.0,1800.0,4440.0,0.0,5059.0,54.0,112.0,4266.0,241.0,0.0,4686.0,4201.0,,4330.0,32142.0,32145.0,60.11,70.34
2018-12-06 12:00:00+01:00,332.0,455.0,0.0,5518.0,1942.0,323.0,0.0,0.0,0.0,,7.0,1796.0,3896.0,0.0,5058.0,54.0,110.0,4601.0,242.0,0.0,5522.0,4424.0,,4823.0,32584.0,32490.0,60.11,69.63
2018-12-06 13:00:00+01:00,333.0,304.0,0.0,5326.0,1876.0,326.0,0.0,0.0,0.0,,144.0,1782.0,3703.0,0.0,5057.0,54.0,109.0,4626.0,240.0,0.0,6228.0,4433.0,,5446.0,32559.0,32435.0,59.0,68.93
2018-12-06 14:00:00+01:00,333.0,107.0,0.0,5171.0,1717.0,329.0,0.0,0.0,0.0,,154.0,1784.0,3769.0,0.0,5056.0,53.0,110.0,4420.0,235.0,0.0,6523.0,4236.0,,6054.0,31612.0,31601.0,55.41,68.19
2018-12-06 15:00:00+01:00,340.0,0.0,0.0,5052.0,1535.0,324.0,0.0,0.0,0.0,,235.0,1784.0,3866.0,0.0,5055.0,52.0,110.0,4162.0,235.0,0.0,6960.0,4000.0,,6688.0,30986.0,31098.0,51.5,64.99
2018-12-06 16:00:00+01:00,356.0,0.0,0.0,4814.0,1481.0,326.0,0.0,0.0,0.0,,243.0,1791.0,4040.0,0.0,5053.0,51.0,108.0,3709.0,232.0,0.0,7351.0,3675.0,,7290.0,30768.0,31048.0,50.98,66.45
2018-12-06 17:00:00+01:00,369.0,0.0,0.0,5179.0,1540.0,336.0,0.0,0.0,0.0,,151.0,1769.0,3388.0,0.0,5052.0,51.0,111.0,3240.0,231.0,0.0,7808.0,3332.0,,7619.0,30715.0,30875.0,51.62,71.53
2018-12-06 18:00:00+01:00,368.0,0.0,0.0,5199.0,1673.0,336.0,0.0,0.0,0.0,,47.0,1783.0,3691.0,0.0,5052.0,50.0,111.0,2856.0,230.0,0.0,8077.0,2918.0,,7798.0,30246.0,30389.0,52.93,73.61
2018-12-06 19:00:00+01:00,365.0,0.0,0.0,5282.0,1642.0,344.0,0.0,0.0,0.0,,4.0,1789.0,3623.0,0.0,5052.0,51.0,111.0,2353.0,224.0,0.0,8278.0,2153.0,,7815.0,30093.0,30143.0,54.08,71.89
2018-12-06 20:00:00+01:00,363.0,0.0,0.0,5129.0,1614.0,348.0,0.0,0.0,0.0,,144.0,1795.0,3314.0,0.0,5051.0,51.0,112.0,1545.0,223.0,0.0,8578.0,1263.0,,7631.0,30231.0,30364.0,52.78,70.54
2018-12-06 21:00:00+01:00,365.0,0.0,0.0,5495.0,1679.0,346.0,0.0,0.0,0.0,,241.0,1793.0,3607.0,0.0,5051.0,51.0,109.0,826.0,223.0,0.0,8216.0,580.0,,7439.0,30496.0,30756.0,58.39,69.98
2018-12-06 22:00:00+01:00,357.0,0.0,0.0,5504.0,1666.0,343.0,0.0,0.0,0.0,,155.0,1764.0,3610.0,0.0,5053.0,51.0,108.0,553.0,226.0,0.0,7948.0,337.0,,7280.0,29635.0,29915.0,55.15,68.75
2018-12-06 23:00:00+01:00,359.0,0.0,0.0,5264.0,1405.0,342.0,0.0,0.0,0.0,,144.0,1745.0,3183.0,0.0,5053.0,50.0,107.0,540.0,223.0,0.0,7586.0,303.0,,7164.0,27221.0,27434.0,50.66,67.7
2018-12-07 00:00:00+01:00,373.0,661.0,0.0,6304.0,4913.0,298.0,0.0,0.0,0.0,,0.0,1126.0,2684.0,0.0,5984.0,57.0,99.0,580.0,301.0,0.0,3281.0,594.0,,4685.0,28842.0,28518.0,62.0,68.13
2018-12-07 01:00:00+01:00,371.0,663.0,0.0,5679.0,4813.0,297.0,0.0,0.0,0.0,,0.0,1124.0,2134.0,0.0,5983.0,57.0,99.0,534.0,305.0,0.0,2931.0,588.0,,4339.0,27149.0,26746.0,61.14,66.46
2018-12-07 02:00:00+01:00,365.0,663.0,0.0,5421.0,4812.0,293.0,0.0,0.0,0.0,,0.0,1095.0,1769.0,0.0,5982.0,57.0,96.0,441.0,299.0,0.0,2699.0,566.0,,4117.0,25915.0,25737.0,58.0,60.18
2018-12-07 03:00:00+01:00,366.0,663.0,0.0,5344.0,4708.0,294.0,0.0,0.0,0.0,,0.0,1087.0,1576.0,0.0,5985.0,56.0,94.0,377.0,302.0,0.0,2496.0,542.0,,3899.0,25338.0,25253.0,57.0,57.95
2018-12-07 04:00:00+01:00,343.0,663.0,0.0,5428.0,4698.0,276.0,0.0,0.0,0.0,,0.0,1092.0,1431.0,0.0,5987.0,57.0,92.0,289.0,300.0,0.0,2310.0,513.0,,3677.0,25031.0,25078.0,56.95,55.85
2018-12-07 05:00:00+01:00,342.0,663.0,0.0,5350.0,4864.0,276.0,0.0,0.0,0.0,,0.0,1120.0,1816.0,0.0,5989.0,58.0,92.0,213.0,297.0,0.0,2002.0,393.0,,3340.0,25276.0,25414.0,57.93,57.51
2018-12-07 06:00:00+01:00,344.0,663.0,0.0,5981.0,4813.0,277.0,0.0,0.0,0.0,,0.0,1109.0,3003.0,0.0,5995.0,57.0,95.0,177.0,304.0,0.0,1790.0,322.0,,2984.0,26862.0,26956.0,61.5,64.15
2018-12-07 07:00:00+01:00,337.0,663.0,0.0,6436.0,4897.0,275.0,0.0,0.0,0.0,,0.0,1130.0,3519.0,0.0,5998.0,57.0,97.0,261.0,304.0,0.0,1568.0,356.0,,2649.0,29051.0,29071.0,63.17,67.74
2018-12-07 08:00:00+01:00,350.0,663.0,0.0,6961.0,5043.0,279.0,0.0,0.0,0.0,,0.0,1147.0,3964.0,0.0,5998.0,58.0,97.0,831.0,301.0,0.0,1291.0,1000.0,,2255.0,31277.0,31395.0,65.02,70.9
2018-12-07 09:00:00+01:00,363.0,663.0,0.0,7623.0,5106.0,283.0,0.0,0.0,0.0,,0.0,1166.0,4053.0,0.0,5983.0,58.0,97.0,1994.0,306.0,0.0,1220.0,2543.0,,1905.0,33448.0,33377.0,66.86,68.94
2018-12-07 10:00:00+01:00,371.0,663.0,0.0,7919.0,5125.0,285.0,0.0,0.0,0.0,,25.0,1168.0,4053.0,0.0,5966.0,57.0,100.0,2974.0,302.0,0.0,1224.0,3768.0,,1635.0,34700.0,34496.0,66.51,70.23
2018-12-07 11:00:00+01:00,369.0,663.0,0.0,7991.0,5126.0,288.0,0.0,0.0,0.0,,32.0,1179.0,4375.0,0.0,5970.0,57.0,104.0,3574.0,308.0,0.0,1181.0,4514.0,,1485.0,35500.0,35273.0,66.69,70.02
2018-12-07 12:00:00+01:00,367.0,664.0,0.0,7770.0,5107.0,263.0,0.0,0.0,0.0,,1.0,1209.0,4700.0,0.0,5957.0,60.0,97.0,4039.0,312.0,0.0,1161.0,4966.0,,1386.0,36398.0,36117.0,68.0,69.17
2018-12-07 13:00:00+01:00,369.0,663.0,0.0,7988.0,5121.0,279.0,0.0,0.0,0.0,,0.0,1212.0,4604.0,0.0,5851.0,68.0,98.0,4331.0,320.0,0.0,1188.0,5210.0,,1384.0,36813.0,36412.0,68.3,68.58
2018-12-07 14:00:00+01:00,370.0,663.0,0.0,7452.0,5097.0,281.0,0.0,0.0,0.0,,0.0,1177.0,4444.0,0.0,5644.0,68.0,97.0,4693.0,319.0,0.0,1322.0,5305.0,,1576.0,36200.0,35869.0,67.94,67.72
2018-12-07 15:00:00+01:00,370.0,663.0,0.0,7239.0,5084.0,287.0,0.0,0.0,0.0,,0.0,1161.0,4127.0,0.0,5590.0,68.0,103.0,4705.0,311.0,0.0,1738.0,5190.0,,1854.0,35615.0,35308.0,66.85,65.88
2018-12-07 16:00:00+01:00,369.0,663.0,0.0,7280.0,5134.0,285.0,0.0,0.0,0.0,,0.0,1170.0,4549.0,0.0,5601.0,69.0,104.0,4768.0,307.0,0.0,2354.0,4959.0,,2219.0,35511.0,35509.0,66.67,65.43
2018-12-07 17:00:00+01:00,366.0,663.0,0.0,7300.0,5090.0,288.0,0.0,0.0,0.0,,0.0,1158.0,4773.0,0.0,5621.0,68.0,104.0,4610.0,295.0,0.0,2883.0,4548.0,,2780.0,35372.0,35397.0,66.09,68.53
2018-12-07 18:00:00+01:00,370.0,663.0,0.0,7188.0,4914.0,293.0,0.0,0.0,0.0,,0.0,1134.0,3346.0,0.0,5650.0,68.0,103.0,3999.0,294.0,0.0,3418.0,3923.0,,3440.0,34797.0,34752.0,65.01,71.94
2018-12-07 19:00:00+01:00,370.0,661.0,0.0,7068.0,4734.0,292.0,0.0,0.0,0.0,,0.0,1123.0,3422.0,0.0,5679.0,69.0,105.0,3181.0,308.0,0.0,4049.0,3085.0,,4180.0,34205.0,34093.0,64.35,71.83
2018-12-07 20:00:00+01:00,366.0,663.0,0.0,6757.0,4641.0,294.0,0.0,0.0,0.0,,0.0,1124.0,3242.0,0.0,5706.0,68.0,104.0,1982.0,312.0,0.0,5235.0,2001.0,,4685.0,33421.0,33506.0,64.67,72.12
2018-12-07 21:00:00+01:00,361.0,665.0,0.0,6792.0,4590.0,295.0,0.0,0.0,0.0,,0.0,1127.0,2880.0,0.0,5733.0,69.0,104.0,990.0,312.0,0.0,5832.0,1026.0,,5079.0,32884.0,33098.0,65.01,70.35
2018-12-07 22:00:00+01:00,342.0,665.0,0.0,6766.0,4505.0,289.0,0.0,0.0,0.0,,0.0,1147.0,3351.0,0.0,5762.0,57.0,105.0,719.0,313.0,0.0,6061.0,702.0,,5474.0,32347.0,32485.0,64.67,69.0
2018-12-07 23:00:00+01:00,340.0,652.0,0.0,6652.0,4480.0,289.0,0.0,0.0,0.0,,0.0,1080.0,2616.0,0.0,5789.0,57.0,106.0,669.0,321.0,0.0,5973.0,643.0,,5480.0,30124.0,30418.0,62.64,67.09
